Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"Echo, UT",4921880,1,,,,,,0
"Eden, MS",2821420,13,0,0,0,,,0
"Edenborn, PA",4222344,21,,,,,,0
"Edge Hill, GA",1326224,2,,,,,,0
"Edmonson, TX",4822708,6,,,,,,0
"Edwards AFB, CA",621600,677,40,55,76,1585.800694,,23
"Eglin AFB, FL",1220050,384,97,258,152,1536.683412,,48
"Ehrhardt, SC",4523200,69,0,0,0,642.9479782,,12
"Eielson AFB, AK",221370,1141,17,0,243,2142.692643,,61
"El Brazil, TX",4822853,0,,,,,,0
"El Camino Angosto, TX",4822858,0,,,,,,0
"El Castillo, TX",4822892,0,,,,,,0
"El Combate, PR",7224954,72,,,,,,0
"El Indio, TX",4823080,0,,,,,,0
"El Mesquite, TX",4823278,0,0,0,0,,,0
"El Nido, CA",622286,64,3,9,0,563.9793589,,0
"El Rancho, CA",622360,0,,,,,,0
"El Socio, TX",4824055,0,,,,,,0
"Elbe, WA",5320890,0,,,,,,0
"Elbert, TX",4822840,0,,,,,,0
"Elberta, UT",4922210,0,,,,,,0
"Elbow Lake, Becker County, MN",2718440,10,,,,258.6545201,,2
"Eldora, CO",823575,0,,,,,,0
"Elfin Cove, AK",222140,0,,,,,,7
"Elgin, OH",3924794,0,,,,,,0
"Elias-Fela Solis, TX",4823062,0,,,,,,0
"Elizabeth, IN",1820674,21,0,0,0,884.1779317,,5
"Elizabethtown, OH",3924850,97,,,,723.1164375,,0
"Elk Falls, KS",2020300,20,,,,,,0
"Elkhorn, MT",3023865,0,0,0,0,,,0
"Elkport, IA",1924825,0,,,,,,0
"Ellenton, GA",1327008,18,0,0,0,,,1
"Ellicott, CO",824235,167,0,0,0,1046.60327,,0
"Elliott, MD",2426025,0,,,,,,0
"Elmira, CA",622146,134,,,,1155.632833,,0
"Elmo, MT",3024100,53,,,,,,0
"Elyria, NE",3115605,4,,,,,,0
"Embden, ND",3824020,0,,,,,,0
"Emigrant, MT",3024325,57,,,,866.8,,0
"Emison, IN",1821124,0,,,,,,0
"Empire, NV",3223700,52,,,,,,0
"Encino, TX",4824252,0,,,,,,0
"Enders, NE",3115885,0,,,,,,0
"Englevale, ND",3824380,0,,,,,,0
"Enlow, PA",4223720,90,16,0,0,492.7480159,,0
"Ensenada, NM",3524960,0,,,,,,0
"Eola, OR",4123550,0,,,,,,0
"Ernstville, MD",2426550,0,,,,,,0
"Escondida, NM",3525100,0,,,,,,0
"Escudilla Bonita, NM",3525135,0,,,,,,0
"Ethelsville, AL",124472,45,,,,620.7951852,,0
"Etna, WY",5625475,0,,,,,,0
"Etowah, AR",522120,62,5,0,0,748.5415471,,16
"Eunola, AL",124616,34,,,,,,0
"Eureka Roadhouse, AK",223720,0,0,0,0,,,0
"Evergreen, MO",2922951,0,,,,585.1798404,,0
"Evergreen, NC",3722080,9,,,,386.3102247,,0
"Evergreen, TX",4824894,0,,,,,,0
"Everton, AR",522450,0,,,,792.0402903,,1
"Ewing, VA",5126384,8,,,,,,13
"Excello, MO",2923050,0,,,,,,0
"Excursion Inlet, AK",223900,0,0,0,0,,,0
"Fairchild AFB, WA",5322955,743,132,11,90,1288.887583,,12
"Fairfield, NC",3722280,0,,,,,,0
"Fairfield, TN",4724960,12,,,,,,0
"Fairford, AL",125216,0,,,,,,0
"Fairlea, WV",5426428,274,30,0,0,747.1979213,,0
"Fairview Beach, VA",5127040,121,,,,622.1423129,,0
"Fairview, MD",2427500,0,,,,,,0
"Fairview, VA",5126944,25,,,,,,0
"Fairview, WY",5625910,28,,,,,,0
"Falcon Heights, TX",4825344,0,,,,,,0
"Falcon Mesa, TX",4825352,14,,,,,,27
"Falcon Village, TX",4825356,0,0,0,0,,,0
"Fall River Mills, CA",623532,0,,,,350.573011,,0
"Fallon Station, NV",3224500,203,0,15,93,959.3481868,,12
"Falman, TX",4825397,0,,,,,,0
"Falun, KS",2022900,5,,,,,,0
"Fancy Gap, VA",5127296,0,,,,,,0
"Farmer, SD",4621060,0,,,,,,0
"Farmers, KY",2126560,0,,,,,,0
"Farmington, CA",623630,0,,,,,,0
"Farson, WY",5626055,0,,,,,,0
"Faysville, TX",4825656,0,0,0,0,450.9968277,,0
"Faywood, NM",3525870,0,,,,,,0
"Felts Mills, NY",3625571,19,,,,1313.364335,,19
"Fence Lake, NM",3526010,16,,,,,,0
"Fernando Salinas, TX",4825744,24,,,,,,0
"Ferney, SD",4621380,0,,,,,,0
"Ferry, AK",225220,0,,,,,,0
"Fiddletown, CA",623980,90,,,,,,0
"Fields Landing, CA",624022,66,,,,,,0
"Fingerville, SC",4525360,0,,,,,,0
"Fish Camp, CA",624218,0,,,,,,0
"Fitzhugh, OK",4026250,13,0,0,0,715.7046499,,0
"Fitzpatrick, AL",126152,0,,,,,,0
"Five Points, FL",1222475,175,,,,789.7603196,,0
"Flat Rock, OH",3927356,7,,,,,,0
"Flat, AK",225880,0,,,,,,0
"Flor del Rio, TX",4826130,36,,,,,,0
"Flora Dale, PA",4226328,0,0,0,0,,,0
"Floraville, IL",1726467,0,,,,,,0
"Florence, IN",1823728,0,,,,,,0
"Florida, MO",2924760,0,0,0,0,,,0
"Florissant, CO",827095,49,,,,,,0
"Floriston, CA",624526,0,,,,,,0
"Flowella, TX",4826220,10,,,,,,0
"Foley, MO",2924886,37,0,11,0,774.8,,0
"Fontana Dam, NC",3723980,11,,,,,,53
"Fontanelle, NE",3117040,0,,,,,,0
"Fontenelle, WY",5627650,0,,,,,,0
"Forestburg, SD",4622100,19,,,,,,0
"Forkland, AL",127376,65,3,0,0,597.9843082,,0
"Fort Belvoir, VA",5129008,1937,80,0,793,2857.573927,,37
"Fort Bliss, TX",4826664,2037,118,251,643,1428.759255,,189
"Fort Campbell North, KY",2128486,3011,78,44,1167,1266.935069,,331
"Fort Carson, CO",827370,2749,468,12,385,1578.492991,,328
"Fort Dix, NJ",3424300,881,14,9,354,2079.431668,,50
"Fort Dodge, KS",2023890,130,,,,303.968522,,34
"Fort Greely, AK",226100,0,,,,1677.303073,,14
"Fort Hill, OR",4126400,0,,,,,,0
"Fort Indiantown Gap, PA",4226812,30,,,,,,0
"Fort Irwin, CA",625114,2554,0,98,407,1311.990595,,237
"Fort Knox, KY",2128540,2457,60,199,1019,1123.415973,,434
"Fort Leonard Wood, MO",2925264,2008,13,87,853,1306.476912,,167
"Fort Lewis, WA",5324915,3418,366,99,1256,1643.564285,,19
"Fort Meade, MD",2429400,2673,370,132,477,2169.304882,,58
"Fort Polk North, LA",2226746,1159,13,8,156,1002.440159,,215
"Fort Polk South, LA",2226757,2553,11,2,684,1191.275129,,191
"Fort Riley, KS",2023975,1173,0,49,488,1154.6,,36
"Fort Ritchie, MD",2429450,0,,,,824,,0
"Fort Rucker, AL",127640,1254,38,54,580,1211.6,,37
"Fort Seneca, OH",3927930,0,,,,,,0
"Fort Stewart, GA",1331068,2387,178,11,521,1256.133472,,396
"Fort Thomas, AZ",424950,20,,,,,,0
"Fortuna, ND",3827820,4,,,,,,3
"Foster, NE",3117320,14,,,,,,0
"Four Bears Village, ND",3827950,62,,,,383,,11
"Four Mile Road, AK",226835,0,,,,,,0
"Four Points, TX",4827124,0,,,,,,0
"Fowlerton, TX",4827144,0,,,,,,0
"Fowlerville, NY",3627133,43,,,,,,0
"Fox Farm-College, WY",5629300,777,163,0,139,897.2928546,,0
"Fox Park, WY",5629400,0,0,0,0,,,0
"Fox, AK",226870,137,,,,,,0
"Foxworth, MS",2825740,6,,,,,,0
"Frank, WV",5428948,1,,,,,,0
"Franklin Park, FL",1224710,318,,,,824.466938,,0
"Franklin, AZ",425650,0,,,,,,0
"Frannie, WY",5629825,16,0,0,0,480.1941384,,3
"Frederick, KS",2024550,0,,,,,,0
"Fredericksburg, IN",1825720,19,,,,,,0
"Free Union, VA",5129840,67,,,,1581.435296,,0
"Freedom, WY",5630115,28,,,,,,0
"Freeport, CA",625590,57,,,,,,0
"Freeport, KS",2024725,0,0,0,0,,,0
"Fremont, MO",2925948,24,,,,,,0
"Frenchtown-Rumbly, MD",2430567,0,,,,,,0
"Fresno, OH",3928882,45,,,,,,0
"Friendship, OK",4027900,0,,,,,,0
"Frizzleburg, PA",4228014,43,,,,383.9551845,,0
"Fruitdale, AL",128408,0,,,,,,0
"Frytown, IA",1929325,0,,,,,,0
"Fulford, CO",828830,0,0,0,0,,,0
"Gabbs, NV",3225900,0,,,,,,0
"Gainesville, AL",128768,41,,,,614.6372951,,0
"Galloway, WV",5429740,0,,,,,,0
"Game Creek, AK",227700,0,0,0,0,,,0
"Gann Valley, SD",4623421,0,,,,,,0
"Gapland, MD",2431400,0,,,,,,0
"Garceno, TX",4828128,66,,,,680,,0
"Garciasville, TX",4828152,15,,,,,,0
"Garden City, SD",4623460,5,,,,,,0
"Garden Grove, IA",1929775,11,4,12,0,713.2296718,,5
"Garden, UT",4927902,0,,,,,,0
"Garfield, CO",829295,0,,,,,,0
"Garfield, NM",3528670,0,,,,,,0
"Garland, WY",5630985,16,,,,,,0
"Garrochales, PR",7230372,77,,,,269.5756339,,0
"Georgetown, MD",2431875,0,,,,,,0
"Gerlach, NV",3227300,0,,,,,,29
"Geronimo Estates, AZ",426780,0,0,0,0,,,0
"Geronimo, TX",4829384,106,10,3,0,795.4,,22
"Gerrard, CO",829845,0,,,,,,0
"Gerster, MO",2926902,3,,,,,,0
"Gibson Flats, MT",3030625,0,,,,,,0
"Gideon, OK",4029300,0,,,,,,0
"Gilmore, AR",527040,27,3,0,0,,,0
"Ginger Blue, MO",2927100,5,,,,,,0
"Girard, TX",4829612,0,,,,,,0
"Glacier, WA",5326875,17,,,,,,88
"Glade, KS",2026325,0,,,,,,0
"Glen Aubrey, NY",3629058,11,0,0,0,579.1857162,,13
"Glen Jean, WV",5431876,0,,,,,,0
"Glen White, WV",5432068,0,,,,,,0
"Glencoe, LA",2229150,28,,,,,,0
"Glendale, Boulder County, CO",830350,80,,,,,,0
"Glenwood, NM",3529790,0,,,,,,0
"Glidden, TX",4829912,0,,,,545.083158,,0
"Gloster, LA",2229395,99,,,,,,0
"Goff, KS",2026775,4,7,8,0,,,0
"Gold Hill, CO",830945,0,,,,,,0
"Gold Mountain, CA",630339,0,0,0,0,,,0
"Golden, NM",3530000,0,,,,,,0
"Goldfield, CO",830890,0,,,,,,0
"Goldville, AL",130448,0,,,,,,0
"Goodland, FL",1226775,44,,,,,,0
"Goodnight, MO",2927900,5,,,,,,0
"Goodsprings, NV",3229500,0,,,,,,0
"Goodyears Bar, CA",630420,14,,,,,,0
"Gorman, MD",2434150,0,,,,,,0
"Gorst, WA",5327680,50,,,,1030.195956,,0
"Goss, MO",2928000,0,0,0,0,,,0
"Govan, SC",4529950,10,,,,1007.571429,,0
"Gove City, KS",2027125,11,,,,,,0
"Grace City, ND",3831740,17,,,,,,0
"Graceton, PA",4230224,6,,,,,,0
"Gracey, KY",2132032,4,,,,,,0
"Graham, AL",131000,0,,,,,,0
"Gramling, SC",4530220,0,,,,,,0
"Grand Canyon Village, AZ",428981,663,0,30,144,288.9091652,,257
"Grand Canyon West, AZ",428985,0,0,0,0,,,0
"Grand Forks AFB, ND",3832140,765,11,0,202,1414.500989,,0
"Grandfalls, TX",4830440,24,0,13,14,703.1910859,,0
"Granger, WY",5632870,0,,,,,,0
"Graniteville, CA",630714,0,0,0,0,,,0
"Grano, ND",3832580,0,,,,,,0
"Grantville, KS",2028200,19,,,,,,0
"Granville, PA",4230472,38,,,,,,0
"Gratz, KY",2132428,9,,,,,,0
"Grayland, WA",5328345,108,,,,1026.037209,,0
"Grayridge, MO",2928864,6,,,,,,0
"Great Meadows, NJ",3427360,0,,,,,,0
"Green Acres, ND",3833050,21,,,,330.6721847,,0
"Green Grass, SD",4625900,0,,,,,,0
"Green Hills, PA",4231082,6,,,,796.1503968,,0
"Green Spring, WV",5433436,6,,,,529.8729557,,0
"Greenbackville, VA",5132560,2,,,,,,0
"Greenhorn, OR",4131050,0,,,,,,0
"Greenview, CA",631134,35,,,,,,0
"Greenwater, WA",5328695,0,,,,,,69
"Greer, AZ",429850,0,,,,,,17
"Greycliff, MT",3033250,12,,,,,,0
"Grimes, CA",631288,67,,,,783.8930441,,0
"Grimsley, TN",4731420,20,25,15,33,539.808122,,14
"Gross, NE",3120295,0,0,0,0,,,0
"Gu Oidak, AZ",430550,0,,,,,,0
"Gu-Win, AL",132536,12,,,,736.303848,,0
"Guadalupe Guerra, TX",4831442,0,,,,,,0
"Guerra, TX",4831484,0,0,0,0,,,0
"Guffey, CO",833420,0,,,,,,0
"Guilford, MO",2929692,5,,,,,,0
"Guinda, CA",631540,25,,,,,,0
"Guion, AR",529080,36,,,,733.5034834,,7
"Gulf, NC",3728600,0,,,,,,0
"Gulkana, AK",230500,0,,,,976.5279823,,3
"Gun Club Estates, FL",1228305,248,,,,1586.942299,,0
"Gutierrez, TX",4831646,0,,,,,,0
"Hachita, NM",3531190,0,,,,,,0
"Hackneyville, AL",132584,50,,,,686.4404293,,0
"Hagarville, AR",529320,23,,,,,,0
"Haigler Creek, AZ",430840,0,,,,,,0
"Hallett, OK",4032050,18,0,0,0,778.0251227,,0
"Halls Crossing, UT",4933027,0,0,0,0,,,0
"Hamill, SD",4626660,0,0,0,0,,,0
"Hamilton, IA",1933870,7,,,,,,0
"Hamlin, KS",2029700,20,,,,881.5300969,,0
"Hampden, ND",3834860,0,,,,,,0
"Hannah, ND",3835060,0,,,,,,0
"Hannasville, PA",4232384,19,,,,377.2614851,,0
"Hansboro, ND",3835140,13,,,,,,0
"Hanscom AFB, MA",2528425,517,0,41,213,2891.51342,,0
"Harbine, NE",3120960,1,,,,,,0
"Harborton, VA",5135240,0,,,,,,0
"Hard Rock, AZ",431182,0,,,,,,0
"Hardwick, CA",632156,1,,,,1100.379551,,0
"Hardy, IA",1934455,4,,,,,,0
"Harris, KS",2030250,0,0,0,0,,,0
"Harris, MO",2930466,0,,,,383.4122432,,0
"Harrisburg, NE",3121030,6,,,,426.9345219,,0
"Harrison City, PA",4232864,26,,,,766.4988331,,0
"Harrold, SD",4627420,4,,,,570.6808686,,0
"Hartland, CA",632324,0,0,0,0,,,0
"Hartman, CO",834520,9,,,,,,0
"Hartstown, PA",4232976,24,0,0,25,637.2765821,,2
"Hartwell, MO",2930772,0,,,,,,0
"Harviell, MO",2930844,0,,,,,,0
"Hat Island, WA",5330030,0,,,,,,0
"Havana, AR",530790,31,0,0,0,685.0403433,,0
"Haverford College, PA",4233154,80,,,,1377.308761,,0
"Havre North, MT",3035125,84,8,11,0,503.7987302,,24
"Hawk Springs, WY",5636060,0,,,,,,0
"Headrick, OK",4033300,12,,,,,,0
"Healy Lake, AK",232310,0,,,,,,0
"Heeney, CO",835400,0,,,,,,0
"Heil, ND",3836980,0,,,,,,0
"Heimdal, ND",3837020,0,,,,,,0
"Helen, WV",5436292,0,,,,,,0
"Helvetia, WV",5436340,0,,,,,,0
"Henderson, MD",2437925,22,0,0,0,1163.474738,,9
"Henlawson, WV",5436484,0,,,,,,24
"Henrietta, NC",3730800,0,,,,1274.631499,,0
"Hensley, AR",531390,24,,,,,,19
"Herlong, CA",633336,66,0,0,3,804.6847258,,15
"Herron, MT",3035912,0,,,,,,0
"Hickam Housing, HI",1514200,2623,0,0,596,3397.132145,,167
"Hickory, KY",2136316,20,,,,,,0
"Hidden Lake, CO",835860,0,0,0,0,,,0
"Hiko, NV",3232900,0,,,,,,0
"Hill View Heights, WY",5637727,0,,,,,,0
"Hillman, MN",2729150,0,,,,,,0
"Hillsboro, TN",4734700,52,,,,483.6923832,,0
"Hillsdale, WY",5637510,0,,,,,,0
"Hillside Acres, TX",4834105,0,0,0,0,,,0
"Hillsview, SD",4629340,0,0,0,0,,,0
"Hilltop, GA",1338866,20,,,,,,0
"Hilltop, Starr County, TX",4834133,47,,,,,,0
"Hilltop, WV",5437444,5,,,,727.7366316,,0
"Hiouchi, CA",633935,0,,,,,,0
"Hiwassee, VA",5137544,110,,,,,,0
"Hobart Bay, AK",232550,0,0,0,0,,,0
"Hobucken, NC",3731880,33,,,,,,0
"Hockingport, OH",3935826,13,,,,,,11
"Hogans Corner, WA",5331540,0,,,,,,0
"Hollis Crossroads, AL",135536,94,,,,543.8741953,,0
"Hollis, AK",232810,8,,,,,,0
"Holloman AFB, NM",3532940,1015,0,0,383,1175.27376,,51
"Hollowayville, IL",1735671,10,,,,1015.63191,,0
"Holmesville, NE",3122780,0,,,,,,0
"Homestead Base, FL",1232325,166,,,,173.3690007,,0
"Homestead, NM",3533130,0,,,,,,0
"Homewood Canyon, CA",634405,8,,,,,,0
"Honeoye, NY",3635353,220,,,,800.0742875,,0
"Hooper, CO",837380,4,,,,,,0
"Hoot Owl, OK",4036020,0,0,0,0,,,0
"Hope, NM",3533290,15,,,,,,0
"Hornitos, CA",634708,0,,,,,,0
"Hot Springs Landing, NM",3533640,0,,,,,,0
"House, NM",3533710,1,,,,,,0
"Howard, GA",1340196,0,0,0,0,,,0
"Hublersburg, PA",4236064,26,,,,,,0
"Hungerford, TX",4835420,0,,,,,,0
"Hunter Creek, AZ",434700,0,,,,,,0
"Hunter, MO",2933778,0,,,,,,0
"Huntersville, WV",5439412,0,,,,,,0
"Huntley, WY",5639250,0,0,0,0,,,0
"Hurdsfield, ND",3839580,6,,,,,,14
"Huson, MT",3038275,18,,,,,,0
"Hutchins, IA",1937875,0,,,,,,0
"Hyampom, CA",636098,0,,,,,,0
"Hyder, AK",234570,0,,,,,,0
"Iago, TX",4835684,0,,,,,,0
"Iatan, MO",2934210,0,,,,,,0
"Idalia, CO",838425,0,,,,1081.672407,,8
"Idaville, OR",4135850,28,,,,634.1509624,,0
"Idlewild, CA",636168,0,0,0,0,,,0
"Impact, TX",4835816,6,,,,,,0
"Indian Falls, CA",636364,0,,,,,,0
"Indian Springs, MD",2441700,0,,,,,,0
"Indian Springs, MT",3038480,0,,,,,,0
"Indianola, CA",636420,85,52,14,0,1807.803669,,0
"Indianola, Delaware County, OK",4036945,0,,,,,,0
"Indio, TX",4835966,0,,,,,,0
"Inger, MN",2730950,74,,,,846.9912493,,0
"Ingold, NC",3733640,12,,,,,,0
"Inland, NE",3124005,0,,,,,,0
"Interior, SD",4631620,2,,,,,,0
"Iron Horse, CA",636735,5,,,,,,0
"Iroquois Point, HI",1519100,968,284,4,191,2758.568238,,108
"Irvington, IA",1938955,0,0,0,0,,,0
"Irwin, MO",2935486,0,,,,,,0
"Islandton, SC",4536070,0,,,,,,0
"Isleta Village Proper, NM",3534760,6,0,0,0,,,0
"Ismay, MT",3038950,0,,,,,,0
"Itmann, WV",5440444,0,,,,,,0
"Ivanhoe, NC",3733940,0,,,,,,0
"Ivanof Bay, AK",235890,0,0,0,0,,,0
"J.F. Villareal, TX",4837665,0,0,0,0,,,0
"Jackpot, NV",3236500,361,,,,527.6012228,,79
"Jacksonburg, WV",5440636,0,,,,,,0
"Jacksonville, IA",1939180,0,,,,,,0
"Jalapa, IN",1837674,0,,,,,,0
"Jamestown, SC",4536475,18,,,,,,0
"Jardin de San Julian, TX",4837390,0,,,,,,0
"Jeddo, PA",4237792,0,,,,,,0
"Jeffers Gardens, OR",4137202,45,,,,967.910369,,0
"Jefferson, OK",4037750,0,,,,,,0
"Jeffrey City, WY",5640555,0,,,,,,0
"Jenkinsville, SC",4536655,10,,,,,,0
"Jenner, CA",637274,15,,,,,,0
"Jensen, UT",4939040,0,,,,,,0
"Jericho, AR",535140,0,,,,,,0
"Jerome, AR",535170,5,,,,,,0
"Jessie, ND",3840740,14,,,,,,0
"Jesterville, MD",2442575,15,,,,,,0
"Jette, MT",3039627,39,,,,618,,17
"Joes, CO",839745,11,,,,,,0
"Johannesburg, CA",637400,65,,,,,,0
"Johnson Village, CO",839800,172,,,,,,3
"Johnson, MN",2732012,0,,,,,,0
"Johnsonville, IL",1738531,6,,,,,,0
"Johnsville, CA",637512,0,0,0,0,,,0
"Jolley, IA",1939900,1,,,,,,0
"Jordan Hill, LA",2238845,0,,,,,,41
"Juarez, TX",4838168,110,,,,,,0
"Junction City, LA",2238985,76,0,0,0,369.6495902,,15
"Junction City, WA",5334470,0,0,0,0,,,0
"K-Bar Ranch, TX",4838518,29,,,,,,0
"Kalaeloa, HI",1524850,0,,,,1653.162606,,0
"Kanauga, OH",3939564,26,,,,621.472638,,0
"Kaneohe Station, HI",1528400,2411,0,0,962,3333.188983,,61
"Kansas, OH",3939578,0,,,,,,0
"Kasaan, AK",237650,16,,,,909.0346138,,0
"Kasilof, AK",238090,37,,,,,,0
"Kaskaskia, IL",1739129,0,,,,,,0
"Kaumakani, HI",1530650,222,0,0,0,797.4814313,,0
"Kaylor, SD",4633380,0,,,,,,0
"Keams Canyon, AZ",437130,42,,,,971.3824898,,0
"Keddie, CA",637904,6,,,,,,0
"Keene, KY",2141716,,,,,,,
"Keener, NC",3735340,32,,,,790.6599516,,0
"Kelly, WY",5641860,0,,,,,,0
"Kemps Mill, MD",2443280,0,,,,,,0
"Kendall, WA",5335135,0,,,,,,0
"Kenilworth, UT",4941020,18,,,,,,0
"Kennedy Meadows, CA",638076,0,,,,,,0
"Kenny Lake, AK",238910,0,,,,,,0
"Kent, IA",1940710,0,,,,,,0
"Kent, IN",1839510,47,0,0,0,,,0
"Kerby, OR",4138900,173,,,,,,0
"Kerr, MT",3040355,0,,,,,,0
"Kerrick, MN",2732912,0,,,,,,0
"Kerrtown, PA",4239504,52,,,,726.8690007,,0
"Ketron Island, WA",5335450,0,0,0,0,,,0
"Keuka Park, NY",3639463,55,,,,1417.641003,,0
"Keystone, NE",3125335,0,,,,,,0
"Keysville, GA",1343360,2,0,0,0,612.161211,,2
"Kickapoo Site 6, KS",2036740,3,,,,,,0
"Kickapoo Site 7, KS",2036741,10,,,,326.1085166,,0
"Kidder, SD",4633900,0,0,0,0,,,0
"Kief, ND",3842660,0,,,,,,0
"Kilbourne, OH",3940124,0,,,,,,0
"Kilgore, NE",3125405,9,,,,,,0
"Killona, LA",2239720,52,,,,,,0
"Kimball, WV",5443780,0,12,22,16,,,17
"Kimberly, WV",5443828,0,,,,,,0
"Kimbolton, OH",3940264,0,,,,,,0
"Kinbrae, MN",2733236,0,,,,,,0
"Kings Bay Base, GA",1343580,500,0,0,83,1181.181773,,127
"Kings Valley, OR",4139350,6,,,,,,0
"Kingsbury, TX",4839292,0,,,,,,0
"Kingston, NM",3536090,0,0,0,0,,,0
"Kingvale, CA",638604,0,,,,,,0
"Kinloch, MO",2938972,97,2,0,0,736.8691747,,3
"Kipp, KS",2037200,17,0,0,0,,,0
"Kirbyville, MO",2939008,51,,,,756.8,,11
"Kirkwood, CA",638646,17,,,,656.7157288,,24
"Klein, MT",3041050,0,,,,,,0
"Klondike, MD",2444525,0,,,,,,0
"Knowles, OK",4040100,0,,,,,,0
"Knoxville, GA",1344060,0,,,,,,0
"Ko Vaya, AZ",438950,0,,,,,,0
"Kodiak Station, AK",241210,316,0,0,71,2093.992134,,0
"Kohatk, AZ",438530,0,0,0,0,,,0
"Kupreanof, AK",242160,0,,,,,,0
"Kutztown University, PA",4240666,0,,,,,,0
"Kyle, SD",4634460,116,0,30,0,554,,0
"La Carla, TX",4839994,4,,,,,,0
"La Casita, TX",4840000,0,0,0,0,,,0
"La Chuparosa, TX",4840018,0,,,,,,0
"La Coma, TX",4840100,30,,,,,,0
"La Due, MO",2939638,11,,,,,,0
"La Escondida, TX",4840186,0,,,,,,0
"La Esperanza, TX",4840188,0,,,,,,0
"La Feria North, TX",4840210,14,,,,,,0
"La Grande, WA",5336920,20,,,,,,0
"La Hacienda, NM",3537407,27,,,,,,0
"La Joya, NM",3537700,0,,,,,,0
"La Liga, PR",7241274,37,,,,,,0
"La Loma de Falcon, TX",4841086,0,,,,,,0
"La Madera, NM",3538470,0,,,,,,0
"La Plant, SD",4635940,27,,,,625.2672494,,0
"La Porte, CA",640312,0,0,0,0,,,0
"La Rosita, TX",4841503,0,,,,,,0
"La Sal, UT",4943110,56,,,,1201.532648,,0
"La Tina Ranch, TX",4841660,25,,,,,,0
"La Victoria, TX",4841782,0,,,,,,0
"La Villita, NM",3540360,209,,,,,,0
"La Vina, CA",640872,0,,,,,,0
"Lackland AFB, TX",4840036,438,40,38,150,1800.404018,,57
"Lafferty, OH",3941188,0,,,,723.6368102,,0
"Lago Vista, Starr County, TX",4840262,0,,,,,,0
"Lago, TX",4840258,0,,,,,,0
"Laird, CO",842000,0,,,,,,0
"Lake Almanor West, CA",639425,7,,,,,,0
"Lake Buena Vista, FL",1237625,0,,,,,,0
"Lake Davis, CA",639483,25,,,,,,0
"Lake Harbor, FL",1238000,0,0,0,0,,,0
"Lake Lindsey, FL",1238275,0,,,,,,0
"Lake Louise, AK",242805,0,,,,,,0
"Lake Mystic, FL",1238519,112,,,,,,20
"Lake Roberts Heights, NM",3537862,0,,,,,,0
"Lake Roberts, NM",3537860,0,,,,,,0
"Lake Sumner, NM",3537875,48,,,,,,0
"Lakeside, CO",842495,13,,,,349.7210119,,0
"Lakeside, MO",2940142,0,0,0,0,,,0
"Lakeview, TX",4840888,7,,,,,,0
"Lakeville, NY",3641036,97,,,,822.7859161,,0
"Lamar, NE",3126175,0,,,,,,0
"Lambert, MO",2940448,0,0,0,0,,,0
"Lambert, OK",4041300,2,,,,,,0
"Lamoille, NV",3239300,0,,,,,,0
"Lancaster, VA",5143704,0,,,,,,0
"Lance Creek, WY",5644615,0,,,,,,0
"Lane, SD",4635780,7,,,,,,0
"Langlois, OR",4140950,35,,,,,,38
"Langston, AL",141368,2,5,0,0,750.3425563,,18
"Laredo Ranchettes West, TX",4841475,0,0,0,0,,,0
"Laredo Ranchettes, TX",4841473,9,,,,,,0
"Larkspur, CO",843550,20,44,8,43,1149.707497,,0
"Larson, ND",3845220,11,,,,,,0
"Las Flores, Tehama County, CA",640536,47,,,,,,0
"Las Haciendas, TX",4841565,0,0,0,0,,,0
"Las Lomitas, TX",4841569,0,,,,,,0
"Las Nutrias, NM",3539450,0,,,,,,0
"Las Palmas, TX",4841579,0,,,,,,0
"Las Pilas, TX",4841582,0,0,0,0,,,0
"Laughlin AFB, TX",4841704,605,0,35,36,1269.552609,,0
"Laurier, WA",5338705,0,0,0,0,,,0
"Le Roy, IA",1944580,0,,,,,,0
"Leadington, MO",2941024,162,3,22,0,589.1289824,,13
"Leando, IA",1943950,0,,,,,,0
"Lebec, CA",640956,268,17,7,14,1008.933954,,0
"Lee Mont, VA",5144952,0,,,,,,0
"Lee Vining, CA",640998,73,,,,,,0
"Leith, ND",3845860,3,,,,,,0
"Lemoore Station, CA",641166,1665,138,76,246,1425.287356,,3
"Leona, KS",2039475,1,,,,,,0
"Leonard, MO",2941546,1,,,,,,0
"Levant, KS",2039700,0,,,,,,0
"Levelock, AK",243810,3,0,9,0,650,,4
"Leyner, CO",844695,0,0,0,0,,,0
"Likely, CA",641390,0,,,,,,0
"Lillie, LA",2243920,10,,,,,,0
"Lily, SD",4637140,1,,,,,,0
"Lime Village, AK",244030,0,,,,,,0
"Lincoln Park, GA",1346524,93,,,,386.3942358,,0
"Lincoln University, PA",4243544,0,0,0,0,,,0
"Linnell Camp, CA",641740,168,,,,523.0160475,,0
"Lisbon, FL",1240750,0,,,,,,1
"Lithium, MO",2943346,32,,,,,,0
"Little America, WY",5646935,121,,,,,,0
"Little Browning, MT",3043835,43,,,,399.0210504,,10
"Little Cedar, IA",1945705,0,,,,,,0
"Little Eagle, SD",4637900,63,0,0,0,456.3858632,,0
"Little Grass Valley, CA",641789,0,0,0,0,,,0
"Little Orleans, MD",2447275,14,,,,,,23
"Little Valley, CA",641908,0,,,,,,0
